category,foodCode,foodName,englishName,edible,water,energyKCal,energyKJ,protein,fat,CHO,dietaryFiber,cholesterol,ash,vitaminA,carotene,retinol,thiamin,riboflavin,niacin,vitaminC,vitaminETotal,vitaminE1,vitaminE2,vitaminE3,Ca,P,K,Na,Mg,Fe,Zn,Se,Cu,Mn,remark
谷类及其制品-稻米,012410,米粉,"Rice noodle, dried, raw",100,12.7,349,1481,0.4,0.8,85.8,—,0,0.3,Tr,0,0,0.01,0.01,—,0,Tr,Tr,Tr,Tr,11,45,19,52.2,6,2.4,0.36,0.45,0.00,0.08,广东
谷类及其制品-稻米,012411,河粉,"Rice noodle, flattened, dried, raw",100,11.2,359,1522,7.7,1.5,79.2,—,0,0.4,Tr,0,0,0.02,0.02,—,0,0.23,Tr,0.23,Tr,51,105,83,8.2,23,1.0,1.57,4.19,0.24,0.71,广东
鱼虾蟹贝类-其他,129001,海参,"Sea cucumber, fresh",100,77.1,78,330,16.5,0.2,2.5,0.0,51,3.7,Tr,—,Tr,0.03,0.04,0.10,Tr,3.14,2.37,0.77,Tr,285,28,43,502.9,149,13.2,0.63,63.93,0.05,0.76,山东
鱼虾蟹贝类-其他,129002,海参（干）,"Sea cucumber, dried",93,18.9,262,1108,50.2,4.8,4.5,0.0,62,21.6,39,—,39,0.04,0.13,1.30,Tr,—,—,—,—,—,94,356,4968.0,1047,9.0,2.24,150.00,0.27,0.43,
鱼虾蟹贝类-其他,129003,海参（水浸）,"Sea cucumber, soaked in water",100,93.5,25,106,6.0,0.1,0.0,0.0,50,0.5,11,—,11,Tr,0.03,0.30,Tr,—,—,—,—,240,10,41,80.9,31,0.6,0.27,5.79,Tr,0.04,
鱼虾蟹贝类-其他,129004,海蜇皮,"Jellyfish, bell",100,76.5,33,139,3.7,0.3,3.8,0.0,8,15.7,—,—,—,0.03,0.05,0.20,Tr,2.13,0.25,1.81,0.07,150,30,160,325.0,124,4.8,0.55,15.54,0.12,0.44,
鱼虾蟹贝类-其他,129005,海蜇头,"Jellyfish, arm",100,69.0,74,314,6.0,0.3,11.8,0.0,10,12.9,14,—,14,0.07,0.04,0.30,Tr,2.82,2.17,0.65,Tr,120,22,331,467.7,114,5.1,0.42,16.60,0.21,1.76,
鱼虾蟹贝类-其他,129006,墨鱼（鲜，曼氏无针乌贼）,"Cuttlefish, fresh",69,79.2,83,350,15.2,0.9,3.4,0.0,226,1.3,Tr,—,Tr,0.02,0.04,1.80,Tr,1.49,1.49,Tr,Tr,15,165,400,165.5,39,1.0,1.34,37.52,0.69,0.10,
鱼虾蟹贝类-其他,129007,墨鱼（干，曼氏无针乌贼）,"Cuttlefish, dried",82,24.8,287,1216,65.3,1.9,2.1,0.0,316,5.9,Tr,—,Tr,0.02,0.05,3.60,Tr,6.73,6.73,Tr,Tr,82,413,1261,1744.0,359,23.9,10.02,104.40,4.20,0.20,福建
鱼虾蟹贝类-其他,129008,鱿鱼（鲜，中国枪乌贼）［枪乌贼］,"Squid, fresh",97,80.4,84,355,17.4,1.6,0.0,0.0,268,1.1,35,—,35,0.02,0.06,1.60,Tr,1.68,1.68,Tr,Tr,44,19,290,110.0,42,0.9,2.38,38.18,0.45,0.08,
鱼虾蟹贝类-其他,129009,鱿鱼（干，中国枪乌贼）,"Squid, dried",98,21.8,313,1323,60.0,4.6,7.8,0.0,871,5.8,—,—,—,0.02,0.13,4.90,Tr,9.72,9.72,Tr,Tr,87,392,1131,965.3,192,4.1,11.24,156.12,1.07,0.18,
鱼虾蟹贝类-其他,129010,鱿鱼（水浸）,"Squid, soaked in water",98,81.4,75,319,17.0,0.8,0.0,0.0,—,0.8,16,—,16,Tr,0.03,—,Tr,0.94,0.94,Tr,Tr,43,60,16,134.7,61,0.5,1.36,13.65,0.20,0.06,
鱼虾蟹贝类-其他,129011,乌鱼蛋,Cuttlefish roe,73,85.3,66,280,14.1,1.1,0.0,0.0,243,0.9,—,—,Tr,0.01,0.04,2.00,Tr,10.54,9.04,1.27,0.23,11,99,201,126.8,21,0.3,1.27,37.97,0.22,0.04,山东
鱼虾蟹贝类-其他,129012,章鱼（章鱼肉）［八爪鱼］,Octopus ocellatus,100,86.4,52,219,10.6,0.4,1.4,0.0,114,1.2,7,—,7,0.07,0.13,1.40,Tr,0.16,0.16,Tr,Tr,22,106,157,288.1,42,1.4,5.18,41.86,9.00,0.40,福建
鱼虾蟹贝类-其他,129013,章鱼［八爪鱼］,"Octopus, Octopodidae",78,65.4,135,574,18.9,0.4,14.0,0.0,—,1.3,Tr,—,Tr,0.04,0.06,5.40,Tr,1.34,1.34,Tr,Tr,21,63,447,65.4,50,0.6,0.68,27.30,0.24,—,青岛
鱼虾蟹贝类-其他,129014,甲鱼蛋,,100,75.2,128,534,12.5,7.3,3.0,0.0,—,2.0,73,—,73,1.05,1.58,0.03,Tr,3.60,—,—,—,103,268,156,103.9,11,1.3,0.97,35.23,0.05,0.02,北京
鱼虾蟹贝类-其他,129015,乌龟（龟板）,,28,38.6,466,1927,9.9,44.4,6.8,0.0,225,0.3,—,—,—,—,—,—,Tr,1.16,1.15,Tr,0.01,10,80,26,70.9,8,1.4,0.89,0.03,—,0.24,
鱼虾蟹贝类-其他,129016,乌龟（肉）,,100,63.2,250,1034,14.5,21.1,0.4,0.0,69,0.8,—,—,—,—,—,—,Tr,1.07,1.06,Tr,0.01,8,152,114,87.0,16,1.6,1.94,0.03,—,0.37,
鱼虾蟹贝类-其他,129017,金鲨鱼翅（干）,,100,12.0,350,1487,84.1,0.5,2.3,0.0,—,1.1,Tr,—,Tr,0.01,0.02,Tr,Tr,Tr,Tr,Tr,Tr,252,115,226,79.6,17,5.1,2.25,72.46,0.04,0.09,广东
鱼虾蟹贝类-其他,129018,鱼翅（干）,,100,25.3,362,1538,88.4,0.9,0.0,—,—,1.9,—,—,—,Tr,0.01,—,Tr,—,—,—,—,557,199,134,533.0,75,8.7,1.89,—,0.13,0.38,
鱼虾蟹贝类-其他,129019,棘参（鲜）,,53,91.7,21,91,4.1,0.0,1.2,—,—,3.0,—,—,—,0.02,0.00,—,—,—,—,—,—,146,31,75,895.5,131,2.0,0.25,—,0.02,0.16,
鱼虾蟹贝类-其他,129020,海参（干）,,100,10.7,302,1283,64.0,0.9,9.5,—,—,14.9,—,—,—,0.10,0.27,—,—,—,—,—,—,1483,240,257,3643.0,785,37.6,2.90,—,0.10,0.58,
鱼虾蟹贝类-其他,129021,梅花参（泡发）,,100,80.9,73,309,11.7,0.9,4.5,0.0,2.25,2.0,1,—,1,0.01,0.04,Tr,,0.36,0.20,0.10,0.06,396,22,4,217.0,140,2.8,0.66,106.00,0.05,0.17,三沙
鱼虾蟹贝类-其他,129022,墨鱼（干）,,85,17.2,313,1329,71.6,1.1,4.2,0.0,661,5.9,4,—,4,0.01,0.07,6.97,,1.66,1.41,0.03,0.22,39,966,2020,841.0,235,2.5,6.37,112.00,0.50,0.07,三沙
鱼虾蟹贝类-其他,129301,墨鱼圈,,100,84.8,72,302,13.0,2.2,0.0,0.0,157,0.9,8,—,8,0.05,0.05,—,—,1.27,0.86,0.41,Tr,9,163,159,93.7,20,0.6,2.56,24.30,0.54,0.04,浙江
鱼虾蟹贝类-其他,129302,墨鱼丸,,100,71.0,128,538,13.4,4.7,8.0,4.0,32,2.9,4,—,4,0.01,0.03,0.86,—,0.50,0.50,Tr,Tr,24,120,275,825.2,6,0.9,0.98,13.39,0.14,0.09,
鱼虾蟹贝类-虾,122101,白米虾［水虾米］,*White rice* shrimp,57,77.3,81,343,17.3,0.4,2.0,0.0,103,3.0,54,—,54,0.05,0.03,—,Tr,3.34,0.01,0.12,3.21,403,267,255,90.7,26,2.1,2.03,—,0.99,0.25,合肥
鱼虾蟹贝类-虾,122102,斑节对虾［草虾］,Giant tiger prawn,59,73.6,103,438,18.6,0.8,5.4,0.0,148,1.6,48,400,15,Tr,—,2.40,Tr,1.64,1.64,Tr,Tr,59,275,363,168.8,63,2.0,1.78,28.39,1.48,0.22,福建
鱼虾蟹贝类-虾,122103,长毛对虾［大虾、白露虾］,*Long feeler* prawn,65,76.4,90,380,18.5,0.4,3.0,0.0,136,1.7,45,400,12,0.03,0.06,3.10,Tr,3.52,3.52,Tr,Tr,36,241,386,208.8,47,2.9,1.55,9.11,0.62,0.12,福建
鱼虾蟹贝类-虾,122104,蝲蛄［刺蛄、大头虾］,Procambarus clarkia,14,81.2,77,324,16.0,1.4,0.0,0.0,98,1.4,—,—,—,0.03,0.18,3.00,Tr,—,—,—,—,—,283,181,86.8,21,14.5,0.56,—,0.91,—,武汉
鱼虾蟹贝类-虾,122105,东方对虾［中国对虾］,Chinese white shrimp,67,78.0,84,357,18.3,0.5,1.6,0.0,183,1.6,52,420,17,0.02,0.11,0.90,Tr,3.92,3.92,Tr,Tr,35,253,217,133.6,37,1.0,1.14,19.10,0.50,0.08,福建
鱼虾蟹贝类-虾,122106,对虾,Penaeid shrimp,61,76.5,93,393,18.6,0.8,2.8,0.0,193,1.3,15,—,15,0.01,0.07,1.70,Tr,0.62,0.50,0.09,0.03,62,228,215,165.2,43,1.5,2.38,33.72,0.34,0.12,
鱼虾蟹贝类-虾,122107,海虾,"Shrimp, marine",51,79.3,79,333,16.8,0.6,1.5,0.0,117,1.8,Tr,—,Tr,0.01,0.05,1.90,Tr,2.79,0.33,2.38,0.08,146,196,228,302.2,46,3.0,1.44,56.41,0.44,0.11,
鱼虾蟹贝类-虾,122108,河虾,"Shrimp, freshwater",86,78.1,87,368,16.4,2.4,0.0,0.0,240,3.9,48,—,48,0.04,0.03,Tr,Tr,5.33,0.06,0.43,4.84,325,186,329,133.8,60,4.0,2.24,29.65,0.64,0.27,
鱼虾蟹贝类-虾,122109,基围虾,"Sand shrimp, greasyback shrimp",60,75.2,101,428,18.2,1.4,3.9,0.0,181,1.3,—,—,Tr,0.02,0.07,2.90,Tr,1.69,1.40,0.29,Tr,83,139,250,172.0,45,2.0,1.18,39.70,0.50,0.05,广东
鱼虾蟹贝类-虾,122110,江虾［沼虾］,"Shrimp, freshwater",100,77.0,87,367,10.3,0.9,9.3,0.0,116,2.5,102,—,102,0.04,0.12,2.20,Tr,11.30,10.68,0.62,Tr,78,293,683,—,131,8.8,2.71,17.70,3.46,1.21,哈尔滨
鱼虾蟹贝类-虾,122111,龙虾,Lobster,46,77.6,90,379,18.9,1.1,1.0,0.0,121,1.4,Tr,—,Tr,—,0.03,4.30,Tr,3.58,3.55,0.03,Tr,21,221,257,190.0,22,1.3,2.79,39.36,0.54,Tr,北京
鱼虾蟹贝类-虾,122112,明虾,"Prawn, freshwater",57,79.8,85,359,13.4,1.8,3.8,0.0,273,1.2,Tr,—,Tr,0.01,0.04,4.00,Tr,1.55,0.50,0.93,0.12,75,189,238,119.0,31,0.6,3.59,25.48,0.09,0.02,山东
鱼虾蟹贝类-虾,122113,塘水虾［草虾］,"Shrimp, small, freshwater",57,74.0,96,405,21.2,1.2,0.0,0.0,264,3.6,44,—,44,0.05,0.03,—,Tr,4.82,Tr,0.03,4.79,403,233,250,109.0,26,3.4,2.54,—,2.04,0.21,合肥
鱼虾蟹贝类-虾,122114,虾虎,Mantis shrimp,32,80.6,81,342,11.6,1.7,4.8,0.0,177,1.3,—,—,Tr,0.04,0.04,0.90,Tr,3.18,3.18,Tr,Tr,22,206,132,136.6,32,1.7,3.31,46.55,2.99,0.11,青岛
鱼虾蟹贝类-虾,122116,螯虾,"Crawfish, Procambarus clarkia",31,80.1,93,392,14.8,3.8,0.0,0.0,—,1.3,—,—,—,0.02,0.18,2.70,Tr,4.31,4.12,0.14,0.05,85,228,550,225.2,2,6.4,1.45,7.90,1.07,3.25,上海
鱼虾蟹贝类-虾,122117,北极虾,,85,63.9,132,560,14.9,1.2,15.4,0.0,161,4.6,—,—,—,—,—,—,Tr,—,—,—,—,—,—,244,566.7,—,1.4,1.28,—,—,—,天津
鱼虾蟹贝类-虾,122118,九节虾（鲜）,,61,76.0,90,381,21.4,0.1,0.8,0.0,50,1.7,—,—,—,—,—,—,Tr,0.84,0.84,Tr,Tr,12,249,396,243.5,47,2.7,1.54,1.18,—,0.01,福建
鱼虾蟹贝类-虾,122119,口虾蛄［皮皮虾］,,28,79.7,82,345,14.8,1.7,1.8,0.0,98,2.0,—,—,—,—,—,—,Tr,2.16,2.16,Tr,Tr,6,245,246,556.1,28,2.5,2.40,Tr,—,1.20,浙江
鱼虾蟹贝类-虾,122120,罗氏沼虾,,40,78.0,91,380,20.6,0.8,Tr,0.0,174,1.2,—,—,—,—,—,—,Tr,3.17,2.91,0.34,Tr,5,232,318,122.3,22,1.0,1.09,Tr,—,0.44,上海
鱼虾蟹贝类-虾,122121,南美白对虾,,56,78.2,83,351,19.4,0.2,0.8,0.0,175,1.4,—,—,—,—,—,—,Tr,16.87,9.40,7.47,Tr,7,306,309,70.5,1,0.2,0.64,0.25,—,Tr,江苏
鱼虾蟹贝类-虾,122122,青虾,,57,73.8,100,423,23.8,0.4,0.2,0.0,140,1.8,—,—,—,—,—,—,Tr,1.06,1.06,Tr,Tr,28,312,260,277.1,55,0.4,0.91,0.02,—,0.62,
鱼虾蟹贝类-虾,122123,琼海虾,,100,84.3,56,234,8.9,1.8,0.9,0.0,406,4.1,—,—,—,—,—,—,Tr,—,—,—,—,—,311,224,107.7,15,0.4,2.22,0.19,—,4.14,四川
鱼虾蟹贝类-虾,122201,虾米［海米、虾仁］,"Shrimp, small to medium, dried",100,37.4,198,839,43.7,2.6,0.0,0.0,525,17.0,21,—,21,0.01,0.12,5.00,Tr,1.46,1.46,Tr,Tr,555,666,550,4891.9,236,11.0,3.82,75.40,2.33,0.77,
鱼虾蟹贝类-虾,122202,虾脑酱,Shrimp head paste,100,58.4,100,418,15.2,4.3,0.0,0.0,249,22.1,Tr,—,Tr,—,0.29,3.80,Tr,1.78,1.52,0.26,Tr,667,146,111,1790.0,53,8.7,3.65,21.45,1.60,0.87,青岛
鱼虾蟹贝类-虾,122203,虾酱,,100,72.3,112,465,10.8,7.6,0.0,0.0,—,14.3,65,—,65,0.05,0.14,0.76,Tr,3.96,1.22,1.80,0.94,308,177,196,4584.6,25,11.6,1.52,31.94,0.35,0.57,山东
鱼虾蟹贝类-虾,122204,虾仁（红）,,100,87.8,48,203,10.4,0.7,0.0,0.0,—,1.1,Tr,—,Tr,0.01,0.02,Tr,Tr,0.70,0.70,Tr,Tr,23,157,98,272.1,9,0.6,0.62,10.86,0.07,0.05,浙江
鱼虾蟹贝类-虾,122205,虾皮,,100,42.4,153,646,30.7,2.2,2.5,0.0,428,22.2,19,—,19,0.02,0.14,3.10,Tr,0.92,0.42,0.50,Tr,991,582,617,5057.7,265,6.7,1.93,74.43,1.08,0.82,
鱼虾蟹贝类-虾,122206,虾仁,,100,48.7,199,847,20.8,0.6,27.7,0.0,195,2.2,—,—,—,—,—,—,Tr,—,—,—,—,81,—,301,272.6,—,0.4,1.28,—,—,—,天津
鱼虾蟹贝类-虾,122301,虾仁肉丸,,100,70.0,152,636,4.6,7.4,16.7,0.0,17,1.3,4,—,—,0.08,0.04,2.40,Tr,—,—,—,—,7,31,58,429.0,10,0.7,0.50,—,—,—,台北
鱼虾蟹贝类-蟹,123001,海蟹,"Crab, marine",55,77.1,95,400,13.8,2.3,4.7,0.0,125,2.1,30,—,30,0.01,0.10,2.50,Tr,2.99,0.96,2.03,Tr,208,142,232,260.0,47,1.6,3.32,82.65,1.67,0.18,
鱼虾蟹贝类-蟹,123002,河蟹,"Crab, freshwater",42,75.8,103,433,17.5,2.6,2.3,0.0,267,1.8,389,—,389,0.06,0.28,1.70,Tr,6.09,5.79,0.30,Tr,126,182,181,193.5,23,2.9,3.68,56.72,2.97,0.42,
鱼虾蟹贝类-蟹,123003,锯缘青蟹［青蟹］,"Mangrove crab, mud crab",43,79.8,80,336,14.6,1.6,1.7,0.0,119,2.3,202,2400,2,0.02,0.39,2.30,Tr,2.79,2.79,Tr,Tr,228,262,206,192.9,42,0.9,4.34,75.90,2.84,0.17,福建
鱼虾蟹贝类-蟹,123004,梭子蟹,Blue crab,49,77.5,95,400,15.9,3.1,0.9,0.0,142,2.6,121,—,121,0.03,0.30,1.90,Tr,4.56,4.56,Tr,Tr,280,152,208,481.4,65,2.5,5.50,90.96,1.25,0.26,
鱼虾蟹贝类-蟹,123005,蟹肉,Crab meat,100,84.4,62,260,11.6,1.2,1.1,0.0,65,1.7,—,—,Tr,0.03,0.09,4.30,Tr,2.91,2.91,Tr,Tr,231,159,214,270.0,41,1.8,2.15,33.30,1.33,0.31,广东
鱼虾蟹贝类-蟹,123006,海蟹（小）,,42,79.2,81,343,14.2,1.1,3.6,0.0,40,1.9,Tr,0,Tr,0.03,0.10,1.46,Tr,0.58,0.58,Tr,Tr,—,293,370,321.5,238,1.1,3.15,25.60,0.40,0.69,浙江
鱼虾蟹贝类-蟹,123007,锯缘青蟹（公，鲜）,,42,71.8,126,529,16.7,5.2,3.1,0.0,104,3.2,—,—,—,—,—,—,Tr,3.62,3.43,0.11,0.07,179,360,156,240.4,63,11.3,4.67,Tr,—,0.73,福建
鱼虾蟹贝类-蟹,123008,锯缘青蟹（母，鲜）,,44,69.0,155,648,17.3,7.5,4.5,0.0,124,1.7,—,—,—,—,—,—,Tr,3.47,0.10,0.11,0.10,199,290,138,191.8,46,19.9,9.77,1.46,—,0.05,福建
鱼虾蟹贝类-蟹,123009,大闸蟹（母）,,36,69.3,156,652,21.0,7.7,0.6,0.0,62,1.4,—,—,—,—,—,—,Tr,6.05,3.49,2.39,0.17,15,231,224,187.8,4,3.2,3.43,0.12,—,2.07,江苏
鱼虾蟹贝类-蟹,123010,海蟹（公）,,25,77.0,85,359,18.0,0.3,2.5,0.0,90,2.2,—,—,—,—,—,—,Tr,23.34,19.88,3.46,Tr,42,290,309,366.7,52,0.6,3.06,0.66,—,0.02,江苏
鱼虾蟹贝类-蟹,123011,海蟹（母）,,27,81.9,64,272,14.2,0.3,1.2,0.0,9,2.5,—,—,—,—,—,—,Tr,2.20,2.20,Tr,Tr,107,161,241,324.1,46,0.3,1.93,0.68,—,Tr,江苏
鱼虾蟹贝类-蟹,123301,蟹足棒,,100,67.4,123,524,9.0,0.6,20.5,0.0,17,2.6,5,—,5,Tr,0.04,Tr,Tr,0.63,0.24,0.39,Tr,144,117,164,1242.0,10,0.6,0.72,7.56,0.08,0.27,浙江
鱼虾蟹贝类-蟹,123302,蟹膏（大闸蟹，蒸）,,100,68.8,167,699,15.4,9.8,4.4,0.0,86,1.6,—,—,—,—,—,—,Tr,7.24,5.60,1.64,Tr,13,224,181,386.3,26,37.3,2.62,1.00,—,3.04,上海
鱼虾蟹贝类-蟹,123303,蟹肉（大闸蟹，公，蒸）,,100,71.0,128,537,24.2,3.4,Tr,0.0,89,1.9,—,—,—,—,—,—,Tr,6.90,6.14,0.76,Tr,28,225,312,—,36,30.2,5.31,Tr,—,0.70,上海
鱼虾蟹贝类-蟹,123304,蟹黄（大闸蟹，蒸）,,100,56.3,255,1065,24.0,17.2,1.2,0.0,252,1.3,—,—,—,—,—,—,Tr,23.12,19.78,3.34,Tr,5,463,128,224.3,40,26.6,3.79,Tr,—,1.00,上海
鱼虾蟹贝类-蟹,123305,蟹肉（大闸蟹，母，蒸）,,100,70.5,131,552,22.4,4.2,0.9,0.0,86,2.0,—,—,—,—,—,—,Tr,3.12,2.40,0.72,Tr,74,238,285,238.6,46,33.4,4.95,Tr,—,0.98,上海
鱼虾蟹贝类-蟹,123306,梭子蟹（公，蒸）,,28,80.0,79,330,19.0,0.2,Tr,0.0,80,2.0,—,—,—,—,—,—,Tr,2.23,2.23,Tr,Tr,24,287,234,281.4,42,0.5,2.79,Tr,—,0.64,浙江
鱼虾蟹贝类-蟹,123307,梭子蟹（母，蒸）,,21,79.4,101,424,24.1,0.4,Tr,0.0,110,2.1,—,—,—,—,—,—,Tr,3.43,3.43,Tr,Tr,16,206,234,394.4,30,0.6,2.86,Tr,—,0.60,浙江
鱼虾蟹贝类-贝,124101,鲍鱼［杂色鲍］,Abalone,65,77.5,84,356,12.6,0.8,6.6,0.0,242,2.5,24,—,24,0.01,0.16,0.20,Tr,2.20,0.44,0.61,1.15,266,77,136,2011.7,59,22.6,1.75,21.38,0.72,0.40,山东
鱼虾蟹贝类-贝,124102,鲍鱼（干）,Abalone，dried,100,18.3,322,1360,54.1,5.6,13.7,0.0,—,8.3,28,—,28,0.02,0.13,7.20,Tr,0.85,0.85,Tr,Tr,143,251,366,2316.2,352,6.8,1.68,66.60,0.45,0.32,北京
鱼虾蟹贝类-贝,124103,蛏子,Razor clam,57,88.4,40,171,7.3,0.3,2.1,0.0,131,1.9,59,—,59,0.02,0.12,1.20,Tr,0.59,0.59,Tr,Tr,134,114,140,175.9,35,33.6,2.01,55.14,0.38,1.93,
鱼虾蟹贝类-贝,124104,蛏干［蛏子缢、蛏青子］,Razor clam，dried,100,12.2,340,1438,46.5,4.9,27.4,0.0,469,9.0,20,—,20,0.07,0.31,5.10,Tr,0.41,0.41,Tr,Tr,107,791,586,1175.0,303,88.8,13.63,121.20,2.05,7.80,福建
鱼虾蟹贝类-贝,124105,赤贝,Arkshell clam,34,84.9,61,259,13.9,0.6,0.0,0.0,144,1.5,Tr,—,Tr,—,0.10,0.20,Tr,13.22,4.21,9.01,Tr,35,118,153,266.1,45,4.8,11.58,59.97,0.40,0.60,山东
鱼虾蟹贝类-贝,124106,河蚌,Swan mussel,43,85.3,54,227,10.9,0.8,0.7,0.0,103,2.3,243,—,243,0.01,0.18,0.70,Tr,1.36,1.36,Tr,Tr,248,305,17,17.4,16,26.6,6.23,20.24,0.11,59.61,
鱼虾蟹贝类-贝,124107,河蚬［蚬子］,Asian clam,35,88.5,47,200,7.0,1.4,1.7,0.0,257,1.4,37,—,37,0.08,0.13,1.40,Tr,0.38,0.38,Tr,Tr,39,127,25,18.4,10,11.4,1.82,29.79,0.47,0.18,福州
鱼虾蟹贝类-贝,124108,牡蛎［海蛎子］,Oyster,100,82.0,73,307,5.3,2.1,8.2,0.0,100,2.4,27,—,27,0.01,0.13,1.40,Tr,0.81,0.81,Tr,Tr,131,115,200,462.1,65,7.1,9.39,86.64,8.13,0.85,
鱼虾蟹贝类-贝,124109,生蚝,Oyster,100,87.1,57,241,10.9,1.5,0.0,0.0,94,0.5,—,—,Tr,0.04,0.13,1.50,Tr,0.13,0.13,Tr,Tr,35,100,375,270.0,10,5.0,71.20,41.40,11.50,0.30,广东
鱼虾蟹贝类-贝,124110,泥蚶［血蚶、珠蚶］,Blood cockle,30,81.8,71,302,10.0,0.8,6.0,0.0,124,1.4,6,—,6,0.01,0.07,1.10,Tr,13.23,,—,—,59,103,207,354.9,84,11.4,11.59,41.42,0.11,1.25,福建
鱼虾蟹贝类-贝,124111,扇贝（鲜）,Scallop，fresh,35,84.2,60,255,11.1,0.6,2.6,0.0,140,1.5,Tr,—,Tr,Tr,0.10,0.20,Tr,11.85,3.79,8.06,Tr,142,132,122,339.0,39,7.2,11.69,20.22,0.48,0.70,山东
鱼虾蟹贝类-贝,124112,扇贝（干）［干贝］,Scallop，dried,100,27.4,264,1121,55.6,2.4,5.1,0.0,348,9.5,11,—,11,Tr,0.21,2.50,Tr,1.53,1.53,Tr,Tr,77,504,969,306.4,106,5.6,5.05,76.35,0.10,0.43,
鱼虾蟹贝类-贝,124113,鲜贝,Scallop,100,80.3,77,328,15.7,0.5,2.5,0.0,116,1.0,Tr,—,Tr,Tr,0.21,2.50,Tr,1.46,1.46,Tr,Tr,28,166,226,120.0,31,0.7,2.08,57.35,Tr,0.33,
鱼虾蟹贝类-贝,124114,银蚶［蚶子］,Silver cockle,27,82.7,71,298,12.2,1.4,2.3,0.0,89,1.4,—,—,—,Tr,0.06,0.90,Tr,0.55,0.55,Tr,Tr,49,111,76,280.1,59,7.3,1.64,86.30,0.13,0.71,浙江
鱼虾蟹贝类-贝,124115,贻贝（鲜）［淡菜、壳菜］,Mussel，fresh,49,79.9,80,337,11.4,1.7,4.7,0.0,123,2.3,73,—,73,0.12,0.22,1.80,Tr,14.02,9.67,4.35,Tr,63,197,157,451.4,56,6.7,2.47,57.77,0.13,0.41,
鱼虾蟹贝类-贝,124116,贻贝（干）［淡菜、壳菜］,Mussel，dried,100,15.6,355,1498,47.8,9.3,20.1,0.0,493,7.2,36,—,36,0.04,0.32,4.30,Tr,7.35,4.67,2.49,0.19,157,454,264,779.0,169,12.5,6.71,120.47,0.73,1.27,
鱼虾蟹贝类-贝,124117,海蚌［西施舌］,,47,87.7,42,176,9.5,0.3,0.2,0.0,101,2.3,10,—,10,0.00,0.03,Tr,Tr,1.51,1.51,Tr,Tr,63,100,159,793.0,46,3.0,2.34,46.24,0.13,0.10,福建
鱼虾蟹贝类-贝,124118,鲍鱼（皱纹鲍）,,40,79.9,75,319,13.7,0.1,4.8,—,—,1.5,—,—,—,0.06,0.01,—,Tr,—,—,—,—,4,130,207,310.9,46,2.7,0.78,—,0.81,0.03,
鱼虾蟹贝类-贝,124201x,蛤蜊（代表值）,clam,39,84.1,62,260,10.1,1.1,2.8,0.0,156,1.9,21,—,21,0.01,0.13,1.50,Tr,2.41,1.79,0.48,0.14,133,128,140,425.7,78,10.9,2.38,54.31,0.11,0.44,
鱼虾蟹贝类-贝,124202,蛤蜊（花蛤蜊）,Clam，Venus clam,46,87.2,45,191,7.7,0.6,2.2,0.0,63,2.3,23,—,23,Tr,0.13,1.90,Tr,0.51,0.51,Tr,Tr,59,126,235,309.0,82,6.1,1.19,77.10,0.20,0.39,福建
鱼虾蟹贝类-贝,124203,蛤蜊（毛蛤蜊）,Clam，Blood clam,25,75.6,97,413,15.0,1.0,7.1,0.0,113,1.3,—,—,—,0.01,0.14,1.40,Tr,3.54,3.31,0.09,0.14,137,116,164,363.0,87,15.3,2.29,68.30,0.09,0.53,青岛
鱼虾蟹贝类-贝,124204,蛤蜊（秋蛤蜊）,Clam，Autumn surf clam,26,76.4,89,376,15.6,0.7,5.0,0.0,180,2.3,Tr,—,Tr,0.03,0.20,1.80,Tr,17.90,,—,—,177,166,123,492.3,108,22.0,2.69,87.10,0.16,1.03,青岛
鱼虾蟹贝类-贝,124205,蛤蜊（沙蛤蜊）,Clam，Surf clam，marine,50,86.6,56,235,8.9,1.9,0.8,0.0,74,1.8,—,—,Tr,0.01,0.01,1.70,Tr,2.26,2.00,0.26,Tr,111,97,109,577.7,66,6.5,1.64,28.10,0.03,0.14,山东
鱼虾蟹贝类-贝,124206,蛤蜊（杂色蛤蜊）,Clam，Multicolor surf clam，marine,40,87.7,53,221,7.5,2.2,0.7,0.0,106,1.9,—,—,Tr,0.01,0.21,1.50,Tr,3.86,2.72,1.14,Tr,177,161,97,494.6,59,12.7,5.13,40.60,0.11,0.41,山东
鱼虾蟹贝类-贝,124301x,螺（代表值）,Sea snail,41,73.6,100,424,15.7,1.2,6.6,0.0,—,2.9,26,—,26,0.03,0.40,1.80,Tr,7.58,3.70,3.16,0.72,722,118,167,153.3,143,7.0,4.60,37.94,1.05,0.72,
鱼虾蟹贝类-贝,124302,红螺,Red sea snail,55,68.7,119,506,20.2,0.9,7.6,0.0,177,2.6,50,—,50,Tr,0.46,0.20,Tr,20.70,14.23,5.41,1.06,539,152,179,219.6,191,5.3,3.34,74.78,0.05,0.34,山东
鱼虾蟹贝类-贝,124303,黄螺［东风螺］,Spotted babylon,43,70.7,106,450,19.8,1.0,4.5,0.0,167,4.0,2,—,2,0.06,1.02,2.10,Tr,0.33,0.33,Tr,Tr,55,140,297,129.4,32,3.3,2.21,27.52,1.05,0.42,福州
